Date,vader_score,CP
2012-12-26,0.0,1419.83
2012-12-27,0.5391666666666667,1418.0999999999997
2012-12-28,-0.20199999999999999,1402.43
2013-01-02,0.0193,1462.42
2013-01-03,0.0,1459.37
2013-01-04,-0.2924,1466.47
2013-01-07,0.10115,1461.89
2013-01-08,0.14049999999999999,1457.1500000000003
2013-01-09,0.21230000000000002,1461.0199999999998
2013-01-10,-0.06936666666666667,1472.12
2013-01-11,0.0129,1472.05
2013-01-14,-0.3818,1470.68
2013-01-15,0.1101,1472.34
2013-01-16,-0.018100000000000005,1472.63
2013-01-17,0.14296,1480.94
2013-01-18,0.11315,1485.98
2013-01-22,0.119175,1492.56
2013-01-23,-0.12417500000000001,1494.81
2013-01-24,0.0,1494.82
2013-01-25,-0.01526666666666667,1502.96
2013-01-28,0.28004999999999997,1500.18
2013-01-29,0.07585000000000001,1507.84
2013-01-30,0.0,1501.96
2013-01-31,0.0,1498.11
2013-02-01,0.22072499999999998,1513.17
2013-02-04,0.3822666666666667,1495.71
2013-02-05,-0.5326500000000001,1511.29
2013-02-06,0.23835,1512.12
2013-02-07,0.07814000000000002,1509.39
2013-02-08,0.023266666666666682,1517.93
2013-02-11,0.0,1517.01
2013-02-12,-0.025675,1519.43
2013-02-13,0.48245000000000005,1520.33
2013-02-14,0.11250000000000002,1521.38
2013-02-15,0.14738,1519.79
2013-02-19,-0.09979999999999999,1530.94
2013-02-20,0.12326666666666665,1511.95
2013-02-21,0.02933333333333334,1502.42
2013-02-22,0.20095,1515.6
2013-02-25,-0.6249,1487.85
2013-02-26,0.0,1496.9399999999998
2013-02-27,0.0,1515.99
2013-02-28,-0.12614999999999998,1514.68
2013-03-01,0.038928571428571423,1518.2
2013-03-04,0.14366666666666666,1525.2
2013-03-05,0.24695,1539.79
2013-03-06,0.0,1541.46
2013-03-07,0.0,1544.26
2013-03-08,0.0129,1551.18
2013-03-11,0.3612,1556.22
2013-03-12,0.0,1552.48
2013-03-13,0.0,1554.5199999999998
2013-03-14,-0.16463333333333333,1563.2300000000002
2013-03-15,0.2732,1560.7
2013-03-18,0.0,1552.0999999999997
2013-03-19,0.2668333333333333,1548.34
2013-03-20,0.0,1558.71
2013-03-21,0.2202,1545.8
2013-03-22,0.09124285714285715,1556.89
2013-03-25,0.31845,1551.69
2013-03-26,0.0,1563.77
2013-03-28,0.034175,1569.19
2013-04-01,0.0,1562.17
2013-04-02,0.2553,1570.25
2013-04-03,0.0,1553.6899999999998
2013-04-04,0.1101,1559.98
2013-04-05,0.0258,1553.28
2013-04-08,-0.025675,1563.07
2013-04-09,-0.17,1568.61
2013-04-10,0.0,1587.73
2013-04-11,0.2294,1593.37
2013-04-12,0.2274,1588.85
2013-04-15,0.050575,1552.36
2013-04-16,-0.06023333333333334,1574.57
2013-04-17,-0.22106666666666666,1552.01
2013-04-18,0.27985,1541.61
2013-04-19,0.012379999999999992,1555.25
2013-04-22,0.0772,1562.5
2013-04-23,-0.2086,1578.78
2013-04-24,-0.5263,1578.79
2013-04-25,-0.068,1585.16
2013-04-26,0.0,1582.24
2013-04-29,-0.028049999999999964,1593.61
2013-04-30,0.0,1597.57
2013-05-01,-0.161275,1582.7
2013-05-02,0.3397,1597.59
2013-05-03,0.3761666666666666,1614.42
2013-05-07,0.0,1625.96
2013-05-08,0.0,1632.69
2013-05-09,-0.03423333333333333,1626.67
2013-05-10,0.1591,1633.7
2013-05-13,-0.13383333333333336,1633.7699999999998
2013-05-14,0.07731666666666667,1650.34
2013-05-15,0.0,1658.78
2013-05-16,0.3825,1650.47
2013-05-17,0.17556666666666665,1667.47
2013-05-20,0.2434,1666.29
2013-05-21,0.10115,1669.16
2013-05-22,0.050575,1655.35
2013-05-23,0.0,1650.51
2013-05-24,-0.179025,1649.6
2013-05-28,-0.015324999999999978,1660.06
2013-05-29,0.0,1648.36
2013-05-30,-0.01538,1654.4100000000003
2013-05-31,0.0386,1630.74
2013-06-04,0.03298333333333334,1631.38
2013-06-05,0.11475,1608.9
2013-06-06,-0.10610000000000001,1622.5600000000002
2013-06-07,0.0516,1643.38
2013-06-10,0.0,1642.81
2013-06-11,0.4872,1626.13
2013-06-12,-0.14756666666666668,1612.5199999999998
2013-06-13,0.0,1636.36
2013-06-14,0.069625,1626.73
2013-06-17,0.0,1639.04
2013-06-18,0.22693333333333332,1651.8100000000002
2013-06-19,0.25383333333333336,1628.93
2013-06-20,0.0,1588.19
2013-06-21,0.0,1592.43
2013-06-24,0.29396666666666665,1573.09
2013-06-25,0.20695000000000002,1588.03
2013-06-26,0.100475,1603.26
2013-06-27,0.0,1613.2
2013-06-28,0.0086,1606.28
2013-07-01,-0.5423,1614.96
2013-07-02,0.0,1614.08
2013-07-03,-0.16255999999999998,1615.41
2013-07-05,0.0,1631.89
2013-07-08,0.24935,1640.46
2013-07-09,-0.1858,1652.32
2013-07-10,0.0,1652.62
2013-07-12,0.0,1680.19
2013-07-15,-0.0129,1682.5
2013-07-16,-0.045533333333333335,1676.26
2013-07-17,0.31192000000000003,1680.9100000000003
2013-07-18,-0.38915,1689.37
2013-07-19,0.08895,1692.09
2013-07-22,0.20095,1695.53
2013-07-23,0.0,1692.39
2013-07-24,0.1101,1685.94
2013-07-26,-0.214325,1691.65
2013-07-29,0.025733333333333334,1685.33
2013-07-30,-0.2732,1685.96
2013-07-31,0.0,1685.73
2013-08-01,0.1468,1706.87
2013-08-05,-0.28595,1707.14
2013-08-06,0.1953,1697.37
2013-08-07,0.179375,1690.91
2013-08-08,0.1299142857142857,1697.48
2013-08-09,-0.096825,1691.42
2013-08-12,0.01629999999999999,1689.47
2013-08-13,0.2202,1694.16
2013-08-14,0.0,1685.39
2013-08-15,-0.2994,1661.32
2013-08-16,0.07237142857142856,1655.83
2013-08-19,0.06040000000000001,1646.0600000000002
2013-08-20,0.2787,1652.35
2013-08-21,0.09106666666666667,1642.8
2013-08-22,-0.1998,1656.96
2013-08-23,-0.069025,1663.5
2013-08-26,-0.33249999999999996,1656.78
2013-08-27,-0.1366,1630.48
2013-08-28,0.01772499999999999,1634.96
2013-08-29,0.19729999999999998,1638.17
2013-08-30,0.064575,1632.97
2013-09-03,0.018924999999999984,1639.77
2013-09-04,0.0683,1653.08
2013-09-05,0.21075,1655.08
2013-09-06,0.007020000000000004,1655.17
2013-09-10,-0.4467,1683.99
2013-09-11,0.159225,1689.13
2013-09-12,0.0,1683.42
2013-09-13,-0.1591,1687.99
2013-09-16,-0.10170000000000001,1697.6
2013-09-17,-0.004066666666666663,1704.76
2013-09-18,0.435325,1725.52
2013-09-19,-0.09534000000000001,1722.3399999999997
2013-09-20,-0.025675,1709.91
2013-09-23,-0.020599999999999997,1701.84
2013-09-24,0.194575,1697.42
2013-09-25,-0.21075,1692.77
2013-09-26,0.0,1698.67
2013-09-27,-0.0924,1691.75
2013-09-30,0.15484,1681.55
2013-10-01,-0.06004999999999999,1695.0
2013-10-02,0.0,1693.87
2013-10-03,-0.2732,1678.66
2013-10-04,0.21487142857142857,1690.5
2013-10-07,0.06743333333333333,1676.12
2013-10-08,0.1531,1655.45
2013-10-09,0.2398,1656.4000000000003
2013-10-10,0.09579999999999998,1692.56
2013-10-11,0.20911666666666665,1703.2
2013-10-14,-0.5719,1710.14
2013-10-15,0.19485999999999998,1698.06
2013-10-16,0.13396666666666665,1721.54
2013-10-17,-0.17151666666666668,1733.1500000000003
2013-10-18,-0.44259999999999994,1744.5
2013-10-22,-0.18076666666666666,1754.67
2013-10-23,0.2622666666666667,1746.38
2013-10-24,0.3982,1752.07
2013-10-25,0.37174,1759.77
2013-10-28,-0.0035333333333333328,1762.11
2013-10-29,0.16365000000000002,1771.95
2013-10-30,0.1147,1763.31
2013-10-31,0.27315,1756.54
2013-11-01,0.0,1761.64
2013-11-04,-0.06040000000000001,1767.93
2013-11-05,0.0,1762.97
2013-11-06,0.0,1770.49
2013-11-07,0.41225,1747.1500000000003
2013-11-08,-0.06284000000000001,1770.61
2013-11-11,-0.09106666666666667,1771.89
2013-11-12,-0.0786,1767.69
2013-11-13,0.08176,1782.0
2013-11-14,0.1528,1790.62
2013-11-15,0.0129,1798.18
2013-11-18,0.07955,1791.53
2013-11-19,0.0,1787.87
2013-11-20,-0.0971,1781.3699999999997
2013-11-21,0.0,1795.8499999999997
2013-11-22,-0.06406666666666666,1804.76
2013-11-25,0.3421,1802.4800000000002
2013-11-26,-0.09534000000000001,1802.75
2013-11-27,0.0,1807.23
2013-12-02,0.2202,1800.9
2013-12-03,0.0,1795.15
2013-12-04,0.20095,1792.81
2013-12-05,0.0,1785.03
2013-12-06,0.1651,1805.09
2013-12-09,0.21619999999999998,1808.37
2013-12-10,-0.3467666666666667,1802.62
2013-12-11,0.14229999999999998,1782.22
2013-12-12,0.20684999999999998,1775.5
2013-12-13,0.02626666666666666,1775.32
2013-12-16,0.31845,1786.54
2013-12-17,0.027325000000000016,1781.0
2013-12-18,0.0,1810.6500000000003
2013-12-19,0.26330000000000003,1809.5999999999997
2013-12-20,-0.27115,1818.32
2013-12-23,0.2514,1827.99
2013-12-24,0.0,1833.32
2013-12-30,-0.23195000000000002,1841.07
2013-12-31,0.17888333333333337,1848.36
2014-01-02,-0.23222,1831.98
2014-01-03,-0.5106,1831.37
2014-01-06,-0.12322000000000002,1826.77
2014-01-07,0.18035,1837.88
2014-01-08,0.0,1837.49
2014-01-09,0.13396666666666665,1838.13
2014-01-10,0.1617,1842.3699999999997
2014-01-13,-0.25933333333333336,1819.2
2014-01-15,0.0,1848.38
2014-01-16,-0.1591,1845.89
2014-01-17,-0.029266666666666663,1838.7
2014-01-22,0.08692,1844.86
2014-01-23,-0.140225,1828.46
2014-01-24,-0.03303333333333334,1790.29
2014-01-27,0.0772,1781.56
2014-01-28,0.0,1792.5
2014-01-30,0.184925,1794.19
2014-01-31,-0.35574,1782.5899999999997
2014-02-03,-0.09441999999999999,1741.89
2014-02-04,-0.20095,1755.2
2014-02-05,-0.16463333333333333,1751.64
2014-02-06,0.07010000000000001,1773.43
2014-02-07,0.21384999999999998,1797.02
2014-02-11,0.10171666666666668,1819.75
2014-02-12,0.029980000000000007,1819.2599999999998
2014-02-13,-0.07955,1829.83
2014-02-14,0.3243,1838.63
2014-02-18,0.17,1840.76
2014-02-19,0.0,1828.75
2014-02-20,-0.06743333333333333,1839.78
2014-02-21,-0.02034999999999998,1836.25
2014-02-24,0.10606666666666666,1847.61
2014-02-25,0.09106666666666667,1845.12
2014-02-26,0.0,1845.16
2014-02-27,0.0,1854.29
2014-02-28,-0.21717142857142857,1859.45
2014-03-03,0.18876666666666667,1845.7300000000002
2014-03-04,-0.19125,1873.91
2014-03-05,-0.4939,1873.81
2014-03-06,-0.26556,1877.03
2014-03-07,-0.2564,1878.0400000000002
2014-03-10,-0.013059999999999985,1877.17
2014-03-11,0.0,1867.63
2014-03-12,-0.0386,1868.2
2014-03-13,0.102175,1846.34
2014-03-14,0.08794,1841.1300000000003
2014-03-17,-0.07246666666666667,1858.83
2014-03-18,-0.08038,1872.25
2014-03-19,-0.25020000000000003,1860.7699999999998
2014-03-21,0.06023333333333334,1866.5199999999998
2014-03-24,0.0,1857.44
2014-03-25,0.17663333333333334,1865.62
2014-03-26,0.11507142857142856,1852.56
2014-03-27,0.0,1849.04
2014-03-28,-0.12040000000000001,1857.62
2014-03-31,0.21336666666666668,1872.34
2014-04-01,0.058785714285714274,1885.52
2014-04-02,0.0,1890.9
2014-04-03,0.0,1888.7699999999998
2014-04-04,-0.27796666666666664,1865.09
2014-04-07,0.0,1845.04
2014-04-08,0.0,1851.96
2014-04-09,0.31746666666666673,1872.18
2014-04-10,0.0,1833.08
2014-04-11,0.36845000000000006,1815.69
2014-04-14,-0.17898,1830.61
2014-04-15,-0.29735999999999996,1842.98
2014-04-16,0.0,1862.31
2014-04-17,0.05963333333333334,1864.8499999999997
2014-04-21,0.0,1871.89
2014-04-22,-0.6249,1879.55
2014-04-23,0.2716,1875.39
2014-04-24,0.29286666666666666,1878.61
2014-04-25,0.14726,1863.4
2014-04-28,0.03771666666666667,1869.43
2014-04-29,0.0,1878.33
2014-04-30,0.0,1883.95
2014-05-01,0.0,1883.68
2014-05-02,0.09871999999999997,1881.14
2014-05-05,-0.02495,1884.66
2014-05-06,-0.0258,1867.72
2014-05-07,-0.06536666666666667,1878.21
2014-05-08,0.24325999999999998,1875.6300000000003
2014-05-09,0.2774666666666667,1878.4800000000002
2014-05-12,0.2083,1896.6500000000003
2014-05-13,-0.011499999999999996,1897.45
2014-05-14,0.0,1888.53
2014-05-15,-0.08024,1870.85
2014-05-19,0.02054,1885.08
2014-05-20,0.0,1872.83
2014-05-21,0.2732,1888.03
2014-05-22,0.08629999999999997,1892.49
2014-05-23,-0.15628333333333333,1900.53
2014-05-27,-0.16775,1911.91
2014-05-28,0.12753333333333336,1909.78
2014-05-29,-0.11323333333333334,1920.03
2014-05-30,0.17556666666666665,1923.57
2014-06-02,0.007599999999999998,1924.97
2014-06-03,0.00663333333333335,1924.24
2014-06-04,0.4404,1927.88
2014-06-05,0.233575,1940.46
2014-06-06,0.08577142857142858,1949.44
2014-06-09,0.03913333333333332,1951.2699999999998
2014-06-10,0.156775,1950.79
2014-06-11,0.020333333333333353,1943.89
2014-06-12,0.13935,1930.11
2014-06-13,0.0086,1936.16
2014-06-16,-0.044475,1937.78
2014-06-17,0.0,1941.99
2014-06-18,0.048539999999999986,1956.98
2014-06-19,0.07644,1959.48
2014-06-20,0.010750000000000001,1962.87
2014-06-23,-0.4455,1962.61
2014-06-24,0.02717500000000002,1949.98
2014-06-25,-0.025733333333333334,1959.53
2014-06-26,0.1806,1957.22
2014-06-27,0.0,1960.96
2014-06-30,0.7003,1960.23
2014-07-01,0.17877500000000002,1973.32
2014-07-02,0.23964,1974.6199999999997
2014-07-03,0.24968000000000004,1985.44
2014-07-07,0.0,1977.65
2014-07-08,-0.0568,1963.7099999999998
2014-07-09,-0.28595,1972.83
2014-07-10,0.3197666666666667,1964.68
2014-07-11,-0.13385,1967.57
2014-07-14,0.04046,1977.1
2014-07-15,0.1093375,1973.28
2014-07-16,-0.146475,1981.57
2014-07-17,0.0,1958.1199999999997
2014-07-18,0.0258,1978.22
2014-07-21,0.026360000000000005,1973.6300000000003
2014-07-22,0.32930000000000004,1983.53
2014-07-23,0.0,1987.01
2014-07-24,0.0,1987.98
2014-07-25,0.0,1978.34
2014-07-28,0.0,1978.91
2014-07-29,-0.09866666666666667,1969.95
2014-07-30,0.0,1970.07
2014-07-31,-0.119175,1930.67
2014-08-01,-0.010860000000000003,1925.15
2014-08-04,0.0772,1938.99
2014-08-05,-0.03371666666666665,1920.21
2014-08-06,-0.4404,1920.24
2014-08-07,0.0009199999999999986,1909.5700000000002
2014-08-08,0.19722499999999998,1931.59
2014-08-11,0.3021,1936.92
2014-08-12,0.0,1933.75
2014-08-13,-0.07178,1946.72
2014-08-14,-0.010233333333333336,1955.18
2014-08-15,0.10413333333333334,1955.0600000000002
2014-08-18,0.0,1971.74
2014-08-19,-0.2353333333333333,1981.5999999999997
2014-08-20,-0.11373333333333334,1986.51
2014-08-21,0.0,1992.37
2014-08-22,-0.17263333333333333,1988.4000000000003
2014-08-25,0.19440000000000002,1997.92
2014-08-26,0.0,2000.02
2014-08-28,0.25264000000000003,1996.7400000000002
2014-08-29,0.050575,2003.37
2014-09-02,0.025750000000000002,2002.28
2014-09-03,0.13396666666666665,2000.72
2014-09-04,-0.31215,1997.65
2014-09-05,0.0534,2007.71
2014-09-08,0.1222,2001.5400000000002
2014-09-09,0.17058,1988.44
2014-09-10,-0.6908,1995.69
2014-09-11,0.026980000000000004,1997.45
2014-09-12,0.041,1985.54
2014-09-15,0.0,1984.13
2014-09-16,0.062214285714285715,1998.98
2014-09-17,0.17822500000000002,2001.57
2014-09-18,-0.07636,2011.36
2014-09-19,0.0086,2010.4000000000003
2014-09-23,0.1101,1982.77
2014-09-24,0.0,1998.3
2014-09-25,-0.4013,1965.99
2014-09-26,0.16153333333333333,1982.8499999999997
2014-09-29,0.33525,1977.8
2014-09-30,-0.27581666666666665,1972.29
2014-10-01,0.24080000000000001,1946.16
2014-10-02,-0.06793333333333333,1946.17
2014-10-03,0.03409999999999999,1967.9
2014-10-06,0.0218,1964.82
2014-10-07,-0.00686666666666665,1935.0999999999997
2014-10-08,0.0,1968.89
2014-10-09,-0.18194,1928.2099999999998
2014-10-10,0.3805666666666667,1906.13
2014-10-13,-0.27065,1874.74
2014-10-14,-0.0636,1877.7
2014-10-15,-0.08236249999999999,1862.49
2014-10-17,0.4019,1886.76
2014-10-20,0.19063333333333332,1904.01
2014-10-21,-0.074,1941.28
2014-10-22,0.1468,1927.11
2014-10-23,-0.054542857142857136,1950.82
2014-10-24,0.2553,1964.58
2014-10-27,0.0,1961.63
2014-10-28,0.05066666666666666,1985.05
2014-10-29,0.00949999999999999,1982.3
2014-10-30,0.3941,1994.65
2014-10-31,0.0,2018.05
2014-11-03,-0.18933333333333335,2017.8100000000002
2014-11-04,0.5356000000000001,2012.1
2014-11-05,-0.100475,2023.57
2014-11-06,0.1101,2031.21
2014-11-07,0.28595,2031.92
2014-11-10,0.0,2038.26
2014-11-11,0.1858,2039.68
2014-11-12,0.1268,2038.25
2014-11-13,0.17741428571428572,2039.33
2014-11-14,0.090925,2039.82
2014-11-17,0.6369,2041.32
2014-11-18,-0.10296666666666666,2051.8
2014-11-19,0.0,2048.72
2014-11-20,0.0677875,2052.75
2014-11-21,0.0,2063.5
2014-11-24,-0.14049999999999999,2069.41
2014-11-25,-0.0772,2067.03
2014-11-26,0.0,2072.83
2014-11-28,0.27547499999999997,2067.56
2014-12-01,0.01432,2053.44
2014-12-02,0.27973333333333333,2066.55
2014-12-03,0.09961666666666667,2074.33
2014-12-04,0.29235,2071.92
2014-12-05,0.12040000000000001,2075.37
2014-12-08,-0.48339999999999994,2060.31
2014-12-09,0.105375,2059.82
2014-12-10,0.12840000000000001,2026.14
2014-12-11,0.12982,2035.33
2014-12-12,0.0040000000000000036,2002.33
2014-12-15,0.11315,1989.63
2014-12-16,-0.38915,1972.74
2014-12-17,0.3754,2012.89
2014-12-18,0.13502,2061.23
2014-12-19,-0.224525,2070.65
2014-12-22,0.66385,2078.54
2014-12-23,0.14884000000000003,2082.17
2014-12-26,0.5489,2088.77
2014-12-29,0.0,2090.57
2014-12-30,0.2333333333333333,2080.35
2014-12-31,0.16675714285714285,2058.9
2015-01-02,0.12765,2058.2
2015-01-05,0.31845,2020.58
2015-01-06,0.097,2002.61
2015-01-07,0.02933333333333334,2025.9000000000003
2015-01-08,-0.14742500000000003,2062.14
2015-01-09,-0.027899999999999998,2044.8100000000002
2015-01-12,-0.5267,2028.26
2015-01-13,-0.0753888888888889,2023.03
2015-01-14,0.042820000000000004,2011.27
2015-01-15,0.004216666666666667,1992.67
2015-01-16,0.17556666666666665,2019.42
2015-01-20,0.08038,2022.55
2015-01-21,0.1806,2032.12
2015-01-22,0.0,2063.15
2015-01-23,-0.2263,2051.82
2015-01-26,0.0,2057.09
2015-01-27,0.31845,2029.55
2015-01-28,0.2997,2002.16
2015-01-29,-0.031575,2021.25
2015-01-30,-0.0626,1994.99
2015-02-02,-0.1366,2020.85
2015-02-03,-0.09531666666666666,2050.03
2015-02-04,-0.10212000000000002,2041.5099999999998
2015-02-05,-0.0927,2062.52
2015-02-06,0.22376000000000001,2055.47
2015-02-09,0.6113999999999999,2046.74
2015-02-10,0.011066666666666669,2068.59
2015-02-11,0.1468,2068.53
2015-02-12,0.17,2088.48
2015-02-13,-0.03538333333333334,2096.99
2015-02-17,0.2263,2100.34
2015-02-18,-0.020940000000000004,2099.68
2015-02-19,0.20526,2097.45
2015-02-20,0.3982,2110.3
2015-02-24,0.2646,2115.48
2015-02-25,0.060200000000000004,2113.86
2015-02-26,0.0,2110.74
2015-03-02,0.0,2117.39
2015-03-03,0.4404,2107.78
2015-03-04,0.0,2098.53
2015-03-05,0.5859,2101.04
2015-03-06,0.0,2071.26
2015-03-09,0.1462,2079.43
2015-03-10,0.0,2044.16
2015-03-11,0.21230000000000002,2040.24
2015-03-12,0.34823333333333334,2065.95
2015-03-13,-0.2094,2053.4
2015-03-16,0.25458,2081.19
2015-03-17,-0.2979,2074.28
2015-03-18,-0.7096,2099.5
2015-03-19,-0.14786666666666667,2089.27
2015-03-23,0.058883333333333336,2104.42
2015-03-24,0.07792500000000001,2091.5
2015-03-25,0.27115,2061.05
2015-03-26,-0.51705,2056.15
2015-03-27,0.012450000000000003,2061.02
2015-03-30,0.1468,2086.24
2015-04-01,0.341125,2059.69
2015-04-02,-0.057974999999999985,2066.96
2015-04-06,-0.1266,2080.62
2015-04-07,0.0,2076.33
2015-04-08,0.050575,2081.9
2015-04-09,0.04249999999999998,2091.18
2015-04-13,0.0,2092.43
2015-04-14,0.13920000000000002,2095.84
2015-04-15,0.243,2106.63
2015-04-16,-0.137175,2104.99
2015-04-17,0.24546666666666664,2081.18
2015-04-20,0.0,2100.4
2015-04-21,-0.10641999999999996,2097.29
2015-04-22,0.0,2107.96
2015-04-23,0.0,2112.93
2015-04-24,0.046825000000000006,2117.69
2015-04-27,0.06434999999999999,2108.92
2015-04-28,0.31405,2114.76
2015-04-29,0.017400000000000006,2106.85
2015-04-30,-0.04376,2085.51
2015-05-01,-0.07543333333333334,2108.29
2015-05-04,0.31845,2114.49
2015-05-05,0.2997,2089.46
2015-05-06,0.01606666666666667,2080.15
2015-05-07,0.1147,2088.0
2015-05-08,0.04755,2116.1
2015-05-11,0.0,2105.33
2015-05-12,0.07655,2099.12
2015-05-13,-0.07433333333333335,2098.48
2015-05-14,0.0,2121.1
2015-05-15,0.07180000000000002,2122.73
2015-05-18,0.28596666666666665,2129.2
2015-05-19,0.07489999999999998,2127.83
2015-05-20,-0.09106666666666667,2125.85
2015-05-21,-0.09856666666666665,2130.82
2015-05-22,0.20939999999999998,2126.06
2015-05-26,0.0,2104.2
2015-05-27,0.11315,2123.48
2015-05-28,0.0,2120.79
2015-05-29,0.064,2107.39
2015-06-01,0.2038333333333333,2111.73
2015-06-02,-0.044999999999999984,2109.6
2015-06-03,-0.19583333333333333,2114.07
2015-06-04,0.0386,2095.84
2015-06-05,0.056575,2092.83
2015-06-08,0.10115,2079.28
2015-06-09,0.2049,2080.15
2015-06-10,-0.0683,2105.2
2015-06-11,-0.005925,2108.86
2015-06-12,-0.20095,2094.11
2015-06-15,0.1591,2084.43
2015-06-16,-0.20778333333333332,2096.29
2015-06-17,-0.1366,2100.44
2015-06-18,0.13396666666666665,2121.24
2015-06-19,0.11438,2109.99
2015-06-22,0.0,2122.85
2015-06-23,0.20765,2124.2
2015-06-24,0.11131249999999998,2108.58
2015-06-25,0.0,2102.31
2015-06-26,0.18853333333333333,2101.49
2015-06-29,0.0,2057.64
2015-06-30,0.0073000000000000105,2063.11
2015-07-01,-0.07581666666666667,2077.42
2015-07-02,0.40650000000000003,2076.78
2015-07-06,0.17556666666666665,2068.76
2015-07-07,0.0,2081.34
2015-07-08,0.064,2046.68
2015-07-09,0.0,2051.31
2015-07-10,0.03744999999999999,2076.62
2015-07-13,-0.04973333333333333,2099.6
2015-07-14,0.10709999999999999,2108.95
2015-07-15,0.0,2107.4
2015-07-16,0.2553,2124.29
2015-07-17,0.2202,2126.64
2015-07-20,-0.17556666666666665,2128.28
2015-07-21,0.23835,2119.21
2015-07-22,0.050575,2114.15
2015-07-23,0.25445,2102.15
2015-07-24,0.0,2079.65
2015-07-27,0.0258,2067.64
2015-07-28,0.21230000000000002,2093.25
2015-07-29,0.013439999999999985,2108.57
2015-07-30,-0.11370000000000001,2108.63
2015-07-31,0.16310000000000002,2103.84
2015-08-03,-0.36345,2098.04
2015-08-04,-0.3562666666666667,2093.32
2015-08-05,0.0,2099.84
2015-08-06,0.0,2083.56
2015-08-07,-0.24430000000000004,2077.57
2015-08-10,0.0,2104.18
2015-08-11,0.10115,2084.07
2015-08-12,-0.0193,2086.05
2015-08-13,-0.10237500000000001,2083.39
2015-08-14,0.06911999999999999,2091.54
2015-08-17,0.3983,2102.44
2015-08-19,-0.08895,2079.61
2015-08-20,0.008049999999999946,2035.73
2015-08-21,-0.18076666666666666,1970.89
2015-08-24,-0.1328875,1893.21
2015-08-25,-0.13435714285714287,1867.61
2015-08-26,0.012759999999999983,1940.5099999999998
2015-08-28,0.130575,1988.87
2015-08-31,-0.14873333333333333,1972.18
2015-09-01,-0.17263333333333333,1913.8499999999997
2015-09-02,-0.1297,1948.86
2015-09-03,0.0891,1951.13
2015-09-04,0.12319999999999999,1921.22
2015-09-08,0.345025,1969.41
2015-09-09,-0.31746666666666673,1942.04
2015-09-10,0.0,1952.29
2015-09-11,0.03423333333333333,1961.05
2015-09-14,0.5026333333333333,1953.03
2015-09-15,0.2667,1978.0899999999997
2015-09-16,-0.15335000000000001,1995.31
2015-09-17,0.3381,1990.2
2015-09-18,0.2202,1958.03
2015-09-21,0.30448000000000003,1966.97
2015-09-22,0.0386,1942.74
2015-09-23,0.05865000000000001,1938.76
2015-09-24,0.026325000000000005,1932.24
2015-09-25,-0.27494999999999997,1931.34
2015-09-29,0.2384666666666667,1884.09
2015-09-30,-0.6249,1920.03
2015-10-01,0.22885,1923.82
2015-10-02,0.0,1951.36
2015-10-05,-0.4939,1987.05
2015-10-06,0.0016285714285714237,1979.92
2015-10-07,0.130575,1995.83
2015-10-08,0.32755,2013.43
2015-10-09,0.0,2014.89
2015-10-12,0.09106666666666667,2017.46
2015-10-13,0.14236666666666667,2003.6899999999998
2015-10-14,0.2227,1994.24
2015-10-15,0.06743333333333333,2023.86
2015-10-16,-0.006374999999999992,2033.11
2015-10-19,0.09316666666666668,2033.66
2015-10-20,0.123475,2030.77
2015-10-21,0.06186666666666666,2018.9399999999998
2015-10-22,0.1858,2052.51
2015-10-23,-0.08317500000000001,2075.15
2015-10-26,0.0,2071.18
2015-10-27,0.24530000000000002,2065.89
2015-10-28,0.019533333333333347,2090.35
2015-10-29,0.08585000000000001,2089.41
2015-10-30,0.0386,2079.36
2015-11-02,-0.2202,2104.05
2015-11-03,-0.119175,2109.79
2015-11-04,0.013600000000000001,2102.31
2015-11-05,0.0,2099.93
2015-11-06,0.0,2099.2
2015-11-09,0.0,2078.58
2015-11-10,0.0,2081.72
2015-11-11,-0.0375,2075.0
2015-11-12,0.0,2045.97
2015-11-13,0.0,2023.04
2015-11-16,-0.07588,2053.19
2015-11-17,-0.38915,2050.44
2015-11-18,-0.16905714285714285,2083.58
2015-11-19,-0.37895,2081.24
2015-11-20,0.050575,2089.17
2015-11-23,0.4404,2086.59
2015-11-24,-0.073075,2089.14
2015-11-25,-0.13010000000000002,2088.87
2015-11-27,0.29295,2090.11
2015-11-30,0.37985,2080.41
2015-12-01,0.0,2102.63
2015-12-02,-0.016700000000000007,2079.51
2015-12-03,0.0,2049.62
2015-12-04,0.0070666666666666655,2091.69
2015-12-07,0.5859,2077.07
2015-12-08,-0.018379999999999997,2063.59
2015-12-09,-0.06743333333333333,2047.62
2015-12-10,0.33370000000000005,2052.23
2015-12-11,-0.30312857142857147,2012.3700000000001
2015-12-14,-0.07655,2021.94
2015-12-15,-0.006283333333333326,2043.41
2015-12-16,-0.10606666666666666,2073.07
2015-12-17,-0.025419999999999998,2041.89
2015-12-18,-0.14671666666666666,2005.55
2015-12-21,-0.2732,2021.15
2015-12-22,0.0,2038.97
2015-12-23,0.1796,2064.29
2015-12-24,0.0,2060.99
2015-12-28,0.0,2056.5
2015-12-30,0.31845,2063.36
2015-12-31,0.02743750000000001,2043.94
2016-01-04,-0.23835,2012.66
2016-01-05,-0.074,2016.71
2016-01-06,0.14049999999999999,1990.26
2016-01-07,-0.2214,1943.09
2016-01-08,-0.011079999999999993,1922.03
