Date,vader_score,CP,return,sentiment_lag_1,sentiment_lag_2,sentiment_lag_3,sentiment_lag_4,sentiment_lag_5,volatility_20d,direction
2009-09-08,0.0,1025.39,0.030801708972103548,0.0,0.0,0.0,0.0,0.2732,0.02904887582902763,1
2009-09-09,-0.4019,1033.37,0.0077824047435608446,0.0,0.0,0.0,0.0,0.0,0.029056807248449116,1
2009-09-10,0.3612,1044.14,0.010422210824777345,-0.4019,0.0,0.0,0.0,0.0,0.027413854110677306,1
2009-09-11,-0.1706,1042.73,-0.001350393625376034,0.3612,-0.4019,0.0,0.0,0.0,0.02745795913755121,0
2009-09-14,-0.6249,1049.34,0.006339129017099321,-0.1706,0.3612,-0.4019,0.0,0.0,0.026623671955153975,1
2009-09-16,0.0,1068.76,0.01850687098557202,-0.6249,-0.1706,0.3612,-0.4019,0.0,0.02644925521308711,1
2009-09-18,-0.5423,1068.3,-0.00043040532954086164,0.0,-0.6249,-0.1706,0.3612,-0.4019,0.025090680801061447,0
2009-09-22,0.23835,1071.66,0.0031451839370963963,-0.5423,0.0,-0.6249,-0.1706,0.3612,0.024272518795007206,1
2009-09-23,0.0,1060.87,-0.010068491872422425,0.23835,-0.5423,0.0,-0.6249,-0.1706,0.024656670025480294,0
2009-09-25,-0.6249,1044.38,-0.015543846088587498,0.0,0.23835,-0.5423,0.0,-0.6249,0.025115747572984962,0
2009-09-28,-0.20095,1062.98,0.01780960952909849,-0.6249,0.0,0.23835,-0.5423,0.0,0.01450709797578611,1
2009-09-30,0.0,1057.08,-0.005550433686428824,-0.20095,-0.6249,0.0,0.23835,-0.5423,0.014378953639827882,0
2009-10-01,0.0,1029.85,-0.025759639762364284,0.0,-0.20095,-0.6249,0.0,0.23835,0.015660088825888107,0
2009-10-06,0.24695,1054.72,0.024149147934165338,0.0,0.0,-0.20095,-0.6249,0.0,0.01593065960680881,1
2009-10-07,-0.4588,1057.58,0.0027116201456309774,0.24695,0.0,0.0,-0.20095,-0.6249,0.015512420340355508,1
2009-10-08,-0.6369,1065.48,0.007469884074963629,-0.4588,0.24695,0.0,0.0,-0.20095,0.015336950923532005,1
2009-10-09,0.0,1071.49,0.005640650223373456,-0.6369,-0.4588,0.24695,0.0,0.0,0.015136034830947009,1
2009-10-12,0.0,1076.19,0.004386415178863068,0.0,-0.6369,-0.4588,0.24695,0.0,0.014351417581971575,1
2009-10-19,0.0,1097.91,0.020182309815181432,0.0,0.0,-0.6369,-0.4588,0.24695,0.013589497395147638,1
2009-10-27,0.0,1063.41,-0.03142334071098729,0.0,0.0,0.0,-0.6369,-0.4588,0.015760754116252107,0
2009-10-28,-0.4404,1042.63,-0.0195409108434188,0.0,0.0,0.0,0.0,-0.6369,0.015173528879865261,0
2009-10-30,0.0,1036.19,-0.006176687799123393,-0.4404,0.0,0.0,0.0,0.0,0.01516345740558925,0
2009-11-05,0.2294,1066.63,0.029376851735685605,0.0,-0.4404,0.0,0.0,0.0,0.01637676117335429,1
2009-11-09,0.0,1093.08,0.024797727421880023,0.2294,0.0,-0.4404,0.0,0.0,0.0171866848065146,1
2009-11-12,-0.2732,1087.24,-0.005342701357631596,0.0,0.2294,0.0,-0.4404,0.0,0.01724777886097454,0
2009-11-13,-0.1646333333333333,1093.48,0.005739303189728151,-0.2732,0.0,0.2294,0.0,-0.4404,0.016832717268234657,1
